sustainability feasible innovative novelty 
1, [7, 7, 7, 6]
1022, [5, 3, 9, 3]
1024, [6, 3, 9, 2]
1025, [3, 2, 4, 3]
1026, [1, 1, 1, 1]
1027, [3, 2, 2, 2]
1028, [9, 8, 9, 3]
1029, [5, 5, 5, 5]
1030, [3, 3, 3, 1]
1032, [1, 1, 1, 1]
1033, [2, 6, 4, 2]
1034, [4, 3, 4, 3]
1035, [4, 3, 3, 2]
1036, [3, 3, 11, 2]
1037, [3, 4, 3, 4]
1038, [3, 3, 3, 2]
1040, [11, 2, 13, 13]
1041, [3, 6, 3, 3]
1042, [5, 5, 5, 7]
1043, [1, 1, 1, 1]
1045, [7, 3, 7, 3]
1046, [9, 5, 5, 2]
1047, [6, 6, 6, 3]
1048, [2, 2, 3, 2]
1049, [5, 9, 11, 3]
1050, [5, 4, 3, 2]
1051, [2, 1, 2, 2]
1052, [6, 6, 4, 2]
1053, [5, 4, 4, 3]
1054, [1, 1, 1, 1]
1055, [5, 5, 5, 5]
1056, [3, 9, 3, 7]
1057, [4, 4, 4, 4]
1058, [1, 1, 1, 1]
1059, [5, 5, 5, 5]
1060, [6, 2, 6, 6]
1061, [3, 3, 3, 3]
1062, [6, 6, 6, 6]
1063, [4, 5, 5, 3]
1064, [6, 4, 7, 2]
1065, [0, 0, 0, 0]
1066, [4, 3, 5, 6]
1067, [2, 2, 2, 2]
1068, [6, 6, 4, 2]
1069, [3, 2, 3, 2]
1070, [0, 0, 0, 0]
1071, [4, 4, 4, 2]
1073, [3, 3, 5, 6]
1074, [6, 10, 6, 2]
1075, [2, 2, 2, 7]
1076, [4, 4, 4, 4]
1077, [8, 6, 8, 4]
1078, [5, 5, 5, 2]
1079, [3, 3, 3, 2]
1080, [6, 3, 3, 3]
1081, [2, 2, 2, 2]
1083, [9, 3, 9, 2]
1084, [3, 3, 4, 2]
1085, [5, 5, 2, 2]
1086, [6, 7, 7, 4]
1087, [1, 1, 1, 1]
1088, [0, 0, 0, 0]
1089, [6, 6, 6, 2]
1090, [3, 3, 3, 5]
1091, [3, 3, 3, 3]
1092, [7, 7, 7, 7]
1093, [4, 6, 5, 4]
1094, [11, 3, 3, 11]
1095, [1, 1, 1, 1]
1097, [5, 6, 5, 3]
1098, [4, 6, 6, 6]
1099, [6, 3, 12, 2]
1100, [6, 4, 4, 4]
1101, [4, 4, 4, 2]
1102, [2, 4, 4, 2]
1103, [5, 3, 5, 2]
1104, [3, 3, 3, 3]
1105, [0, 0, 0, 0]
1106, [0, 0, 0, 0]
1107, [2, 3, 4, 2]
1108, [4, 6, 5, 4]
1109, [3, 4, 15, 3]
1110, [4, 2, 6, 2]
1111, [4, 14, 4, 3]
1112, [6, 6, 6, 3]
1113, [3, 6, 3, 2]
1114, [2, 2, 2, 2]
1115, [4, 3, 3, 2]
1116, [6, 5, 3, 6]
1117, [0, 0, 0, 0]
1118, [4, 2, 3, 4]
1119, [3, 5, 5, 2]
1120, [6, 7, 7, 7]
1121, [3, 5, 4, 2]
1122, [4, 4, 4, 2]
1123, [4, 3, 5, 3]
1124, [5, 3, 6, 2]
1125, [5, 8, 8, 2]
1126, [4, 4, 4, 4]
1128, [3, 2, 3, 1]
1129, [5, 5, 4, 2]
1130, [3, 3, 3, 2]
1131, [5, 5, 5, 3]
1133, [5, 7, 5, 4]
1134, [5, 5, 5, 4]
1135, [6, 3, 4, 3]
1136, [3, 3, 3, 3]
1137, [4, 3, 7, 2]
1138, [3, 3, 5, 3]
1139, [5, 4, 6, 3]
1140, [5, 5, 4, 5]
1141, [3, 1, 3, 1]
1142, [5, 5, 6, 6]
1143, [2, 2, 5, 3]
1144, [7, 7, 7, 3]
1146, [3, 3, 3, 2]
1147, [6, 6, 6, 5]
1148, [3, 2, 3, 2]
1149, [4, 4, 4, 3]
1150, [1, 1, 1, 1]
1151, [3, 3, 7, 2]
1153, [7, 2, 4, 2]
1154, [7, 3, 3, 3]
1155, [4, 6, 4, 6]
1156, [5, 5, 5, 5]
1157, [1, 4, 1, 1]
1159, [5, 2, 2, 2]
1160, [0, 0, 0, 0]
1161, [5, 2, 7, 2]
1162, [5, 2, 4, 2]
1163, [5, 5, 5, 2]
1164, [4, 3, 3, 3]
1165, [2, 1, 2, 1]
1166, [2, 12, 9, 5]
1167, [6, 2, 7, 2]
1168, [3, 4, 9, 4]
1169, [4, 4, 4, 2]
1170, [5, 6, 5, 2]
1171, [6, 2, 7, 2]
1172, [9, 3, 7, 2]
1173, [3, 3, 3, 3]
1174, [6, 6, 4, 9]
1175, [4, 3, 5, 3]
1176, [3, 2, 3, 1]
1177, [5, 4, 8, 8]
1178, [3, 3, 3, 2]
1179, [3, 3, 3, 3]
1180, [4, 13, 5, 2]
1181, [4, 2, 2, 4]
1182, [2, 2, 2, 2]
1183, [3, 3, 5, 3]
1184, [3, 6, 3, 2]
1185, [1, 1, 1, 1]
1186, [12, 2, 8, 2]
1187, [5, 3, 5, 3]
1188, [1, 1, 1, 1]
1189, [2, 2, 2, 2]
1190, [4, 6, 6, 3]
1191, [4, 2, 3, 2]
1193, [2, 4, 3, 1]
1194, [1, 1, 1, 1]
1195, [1, 1, 1, 1]
1196, [2, 2, 2, 2]
1197, [5, 5, 9, 3]
1198, [3, 3, 3, 3]
1199, [2, 3, 2, 6]
1200, [3, 3, 13, 5]
1201, [2, 7, 9, 9]
1202, [4, 3, 4, 4]
1203, [5, 12, 5, 2]
1204, [3, 4, 3, 2]
1205, [0, 0, 0, 0]
1206, [4, 5, 5, 1]
1207, [14, 3, 16, 7]
1208, [3, 6, 3, 6]
1209, [4, 4, 4, 4]
1210, [1, 1, 1, 1]
1211, [6, 6, 6, 2]
1212, [6, 6, 5, 6]
1213, [4, 4, 4, 4]
1214, [5, 6, 4, 8]
1215, [1, 1, 1, 2]
1216, [8, 9, 8, 5]
1217, [3, 3, 3, 3]
1218, [5, 4, 5, 5]
1219, [6, 3, 4, 2]
1220, [1, 1, 1, 1]
1221, [7, 8, 4, 3]
1222, [3, 6, 6, 2]
1223, [4, 3, 4, 2]
1224, [3, 6, 6, 6]
1225, [2, 2, 2, 2]
1227, [9, 9, 4, 2]
1228, [5, 5, 16, 2]
1229, [4, 3, 4, 4]
1230, [5, 3, 20, 2]
1231, [2, 3, 2, 2]
1232, [6, 3, 3, 3]
1233, [3, 2, 3, 2]
1234, [3, 3, 3, 9]
1235, [0, 0, 0, 0]
1236, [5, 5, 5, 5]
1237, [3, 3, 3, 3]
1238, [1, 1, 1, 1]
1239, [3, 3, 3, 3]
1241, [4, 2, 4, 1]
1242, [7, 7, 3, 3]
1243, [3, 3, 3, 3]
1244, [4, 4, 2, 4]
1245, [19, 19, 4, 4]
1246, [7, 7, 7, 7]
1247, [1, 1, 1, 1]
1248, [7, 2, 7, 2]
1249, [1, 2, 1, 1]
1251, [6, 6, 6, 5]
1252, [2, 3, 2, 3]
1253, [2, 2, 3, 2]
1254, [3, 6, 3, 3]
1255, [5, 2, 5, 2]
1256, [2, 3, 3, 3]
1257, [7, 4, 7, 4]
1258, [4, 2, 4, 2]
1259, [2, 2, 2, 2]
1260, [3, 3, 3, 3]
1263, [4, 2, 4, 4]
1264, [6, 8, 6, 2]
1266, [3, 8, 5, 8]
1267, [7, 6, 7, 2]
1268, [5, 10, 4, 4]
1269, [15, 7, 3, 3]
1270, [2, 3, 3, 2]
1272, [10, 10, 10, 3]
1273, [3, 3, 3, 1]
1274, [3, 3, 5, 2]
1275, [2, 2, 2, 2]
1277, [9, 4, 7, 2]
1278, [4, 6, 5, 5]
1279, [3, 3, 7, 5]
1281, [1, 1, 1, 1]
1282, [3, 3, 3, 2]
1283, [3, 3, 3, 3]
1284, [2, 2, 2, 2]
1285, [8, 4, 8, 2]
1286, [3, 3, 3, 3]
1287, [3, 3, 3, 2]
1288, [4, 4, 4, 4]
1289, [7, 3, 3, 2]
1290, [4, 3, 2, 2]
1291, [5, 7, 7, 3]
1292, [5, 7, 5, 7]
1293, [3, 4, 3, 4]
1294, [0, 0, 0, 0]
1295, [3, 4, 3, 3]
1296, [9, 9, 9, 9]
1297, [3, 3, 3, 5]
1299, [5, 3, 3, 2]
1300, [9, 9, 5, 5]
